18,1,0.052073,0.124478,0.035886,0.139980,0.068194,0.042805
18,2,0.054763,0.125000,0.030573,0.140501,0.038382,0.037415
18,3,0.054523,0.125033,0.033805,0.140014,0.239284,0.080595
18,4,0.052309,0.124681,0.056883,0.139953,0.044078,0.032622
18,5,0.053776,0.124534,0.079093,0.139962,0.057518,0.033568
18,6,0.053164,0.126235,0.144461,0.140211,0.057377,0.035440
18,7,0.052372,0.124942,0.242933,0.140046,0.075641,0.050995
18,8,0.053950,0.125522,0.757944,0.142828,0.103596,0.031565
19,1,0.110729,0.268919,0.075565,0.304896,0.146013,0.088129
19,2,0.109536,0.267828,0.056157,0.305330,0.081831,0.077383
19,3,0.109190,0.267508,0.059218,0.305289,0.276905,0.142197
19,4,0.109694,0.268130,0.112790,0.309677,0.097821,0.065227
19,5,0.109291,0.270349,0.149225,0.304880,0.086668,0.072314
19,6,0.109789,0.268557,0.202482,0.305613,0.088833,0.067046
19,7,0.109900,0.268153,0.467907,0.305323,0.112851,0.123996
19,8,0.109937,0.268534,0.777854,0.305479,0.137391,0.067542
20,1,0.230179,0.574193,0.151044,0.670568,0.308600,0.179700
20,2,0.234848,0.579024,0.108516,0.661303,0.162642,0.147931
20,3,0.230540,0.574632,0.108439,0.661850,0.089722,0.254133
20,4,0.233557,0.574624,0.165604,0.666998,0.126135,0.138575
20,5,0.230732,0.574913,0.199515,0.664300,0.141461,0.240972
20,6,0.232746,0.574514,0.398447,0.663770,0.135302,0.140023
20,7,0.230993,0.579534,0.552033,0.662781,0.165561,0.250852
20,8,0.230322,0.576287,0.807442,0.661277,0.200718,0.134603
21,1,0.486073,1.227498,0.306669,1.669616,0.661671,0.372658
21,2,0.488019,1.238865,0.194663,1.685178,0.352736,0.305338
21,3,0.484343,1.228469,0.196922,1.653448,0.189165,0.380440
21,4,0.486073,1.229070,0.306823,1.658029,0.290649,0.278229
21,5,0.489015,1.231215,0.369962,1.678008,0.242275,0.276334
21,6,0.487791,1.228343,0.523132,1.655258,0.259820,0.353930
21,7,0.491283,1.233450,0.732510,1.667122,0.303746,0.509229
21,8,0.485514,1.229167,1.317857,1.644202,0.319135,0.278270
22,1,1.032078,2.631658,0.629995,3.696175,1.724743,0.757921
22,2,1.022590,2.624932,0.387596,3.694843,0.731071,0.633230
22,3,1.018378,2.626023,0.321636,3.707760,0.386865,0.578809
22,4,1.021564,2.629862,0.548489,3.716034,0.511942,0.578132
22,5,1.023409,2.631280,0.671690,3.724093,0.533228,0.570506
22,6,1.024340,2.648573,1.018584,3.694244,0.541023,0.583690
22,7,1.018282,2.635313,1.448150,3.695500,0.533321,1.059318
22,8,1.023778,2.628354,2.292921,3.738227,0.572508,0.569306
23,1,2.132373,5.621871,1.323092,7.970798,3.825589,1.576433
23,2,2.132207,5.590855,0.770670,7.969768,2.022897,1.304274
23,3,2.148397,5.604122,0.662101,7.967995,1.514664,1.210509
23,4,2.134932,5.605472,1.070151,8.017957,1.557195,1.208691
23,5,2.133930,5.606647,1.298734,7.966784,1.639891,1.217802
23,6,2.133179,5.599302,1.665195,8.019394,1.617297,2.197821
23,7,2.136174,5.593968,2.070679,7.965854,1.710849,1.191980
23,8,2.129822,5.612666,4.008775,7.947928,1.800883,1.210956
24,1,4.435322,11.936302,2.784618,16.937553,8.219456,3.255944
24,2,4.431607,11.896028,1.597901,16.863893,4.676315,2.711993
24,3,4.430227,11.895931,1.283316,17.194238,3.889287,2.503144
24,4,4.454404,11.958033,1.631184,17.207455,3.945896,2.503892
24,5,4.433131,11.954701,2.154965,17.037507,4.005474,2.472322
24,6,4.441225,11.961149,3.206803,18.211590,4.216433,2.591252
24,7,4.441317,11.931797,3.689555,17.189147,4.005426,2.494999
24,8,4.444799,11.921280,6.069252,17.031074,4.088168,2.530943
